,state,feature,importance_score,ranking
1657,wy,pct_self_muscle_joint_aches_weighted,0.02497093379497528,13
1647,wy,pct_hh_fever_weighted,0.02366567961871624,14
1664,wy,pct_self_nausea_vomiting_weighted,0.022715752944350243,15
1665,wy,pct_multiple_medical_conditions_weighted,0.022520756348967552,16
1668,wy,pct_diabetes_weighted,0.022178538143634796,17
1660,wy,pct_no_above_medical_conditions_weighted,0.021635184064507484,18
1678,wy,pct_self_difficulty_breathing_weighted,0.021112211048603058,19
1679,wy,pct_kidney_disease_weighted,0.01914389245212078,20
1669,wy,pct_hh_difficulty_breathing_weighted,0.018580151721835136,21
1673,wy,pct_hh_cough_weighted,0.017299111932516098,22
1674,wy,pct_self_cough_weighted,0.01690785214304924,23
1666,wy,pct_heart_disease_weighted,0.01630500517785549,24
1671,wy,pct_worked_outside_home_weighted,0.016101891174912453,25
1649,wy,pct_hh_sore_throat_weighted,0.015848925337195396,26
1662,wy,pct_self_multiple_symptoms_weighted,0.013795826584100723,27
1676,wy,pct_high_blood_pressure_weighted,0.012823082506656647,28
1651,wy,pct_asthma_weighted,0.012299949303269386,29
1677,wy,pct_self_diarrhea_weighted,0.012178092263638973,30
1658,wy,pct_self_persistent_pain_pressure_in_chest_weighted,0.011583658866584301,31
1650,wy,pct_self_fever_weighted,0.01156032644212246,32
1659,wy,pct_chronic_lung_disease_weighted,0.01123797707259655,33
1652,wy,pct_autoimmune_disorder_weighted,0.0075581562705338,34
1654,wy,pct_self_sore_throat_weighted,0.00632177060469985,35
